nome,cpf,endereco,plano
Dra. Emanuelly Guerra,34658109700,"Favela Isabella Lopes, 2, Milionario, São Paulo, SP, Brasil",Prata
Gabriela Montenegro,35719068295,"Praia Rodrigo Moreira, 28, Santa Rosa, São Paulo, SP, Brasil",Prata
Maria Isis Lima,45796123882,"Favela Emanuel Fogaça, 521, Dom Cabral, São Paulo, SP, Brasil",Diamante
Benjamim Leão,85614720308,"Recanto de Albuquerque, 91, Flavio Marques Lisboa, São Paulo, SP, Brasil",Prata
Mathias Sousa,73269148003,"Sítio Catarina Ferreira, 36, Pantanal, São Paulo, SP, Brasil",Básico
Carolina Sales,75240831653,"Aeroporto Peixoto, 47, Frei Leopoldo, São Paulo, SP, Brasil",Diamante
Caroline Sampaio,93456701810,"Sítio de Rezende, 476, Vila Nova Cachoeirinha 3ª Seção, São Paulo, SP, Brasil",Bronze
Luiz Felipe Pimenta,53847069292,"Sítio de Dias, 876, Vila Nova Cachoeirinha 2ª Seção, São Paulo, SP, Brasil",Ouro
Cecília Azevedo,49718623582,"Parque de Montenegro, 85, Vila São Paulo, São Paulo, SP, Brasil",Diamante
Milena Cavalcanti,76134908231,"Feira Rocha, 678, Copacabana, São Paulo, SP, Brasil",Ouro
Nicolas Rocha,65347908157,"Travessa Yasmin Vargas, 40, Bairro Das Indústrias Ii, São Paulo, SP, Brasil",Prata
Maitê das Neves,52683410905,"Viela de Araújo, 53, Vila Santa Monica 2ª Seção, São Paulo, SP, Brasil",Prata
Letícia Cardoso,31680924524,"Setor Nina Garcia, 80, Santa Maria, São Paulo, SP, Brasil",Ouro
Mariana Borges,72836041978,"Via Ana Vitória Sá, 4, Guarani, São Paulo, SP, Brasil",Diamante
Dr. Emanuel Cavalcante,93267841003,"Núcleo Aragão, 41, Vila Antena Montanhês, São Paulo, SP, Brasil",Básico
Eduardo da Rosa,03957614848,"Estação de Carvalho, 44, Itaipu, São Paulo, SP, Brasil",Ouro
Sr. Luiz Felipe Aparecida,51026937434,"Vila de da Luz, 21, Pindura Saia, São Paulo, SP, Brasil",Bronze
Dr. Davi Miguel da Rosa,51462930743,"Travessa Garcia, 5, Estoril, São Paulo, SP, Brasil",Diamante
Otto Farias,36451890766,"Avenida Alexandre da Conceição, 47, Mala E Cuia, São Paulo, SP, Brasil",Bronze
Isabelly Farias,49672105894,"Passarela das Neves, 911, Prado, São Paulo, SP, Brasil",Prata
Isabella Castro,59036718457,"Via Nascimento, 38, Vila Oeste, São Paulo, SP, Brasil",Ouro
Maria Eduarda Barros,42750968194,"Distrito de Moura, 98, Juliana, São Paulo, SP, Brasil",Básico
Maria Isis Campos,25713809404,"Via Leão, 78, Conjunto Jatoba, São Paulo, SP, Brasil",Diamante
Sra. Ana Luiza da Mota,32957168030,"Favela Rezende, 5, Apolonia, São Paulo, SP, Brasil",Básico
Ana Julia Fonseca,83741025607,"Esplanada Brito, 85, João Paulo Ii, São Paulo, SP, Brasil",Prata
Diogo Viana,09132687559,"Esplanada Marcos Vinicius Machado, 2, Vila Madre Gertrudes 3ª Seção, São Paulo, SP, Brasil",Prata
Yuri da Paz,75920134607,"Viaduto Isabel Carvalho, 77, Vila Jardim Leblon, São Paulo, SP, Brasil",Diamante
Joaquim Ribeiro,43017289532,"Favela de Nascimento, 13, Camargos, São Paulo, SP, Brasil",Básico
Gael Henrique Campos,06478159230,"Recanto Ísis Machado, 67, Colégio Batista, São Paulo, SP, Brasil",Prata
Larissa da Costa,58093142606,"Vila Nogueira, 2, Calafate, São Paulo, SP, Brasil",Básico
Luigi Novais,58130472635,"Favela Evelyn Pimenta, 7, Antonio Ribeiro De Abreu 1ª Seção, São Paulo, SP, Brasil",Básico
Pietro Sampaio,97230845629,"Setor Bruna da Mata, 873, Solimoes, São Paulo, SP, Brasil",Ouro
Theo Barbosa,14365720880,"Largo de Mendes, 95, Vila Dos Anjos, São Paulo, SP, Brasil",Diamante
Esther Monteiro,25380174671,"Jardim Antônio Alves, 42, Vila São Gabriel, São Paulo, SP, Brasil",Ouro
Lunna Ribeiro,39728450141,"Parque Barros, 71, Mangueiras, São Paulo, SP, Brasil",Diamante
Anthony Sampaio,02683159730,"Setor de Castro, 6, Garças, São Paulo, SP, Brasil",Diamante
Lorena Fogaça,30612974561,"Trevo Oliveira, 32, Grajaú, São Paulo, SP, Brasil",Bronze
Matheus Aparecida,64132807940,"Rodovia Albuquerque, 854, Rio Branco, São Paulo, SP, Brasil",Diamante
Bruno Montenegro,48023516744,"Residencial Aragão, 37, Candelaria, São Paulo, SP, Brasil",Diamante
Felipe Pires,62039145761,"Vereda Araújo, 39, Universo, São Paulo, SP, Brasil",Bronze
Ian Nogueira,24306759199,"Favela Araújo, 204, Leonina, São Paulo, SP, Brasil",Diamante
Maria Alice Borges,35926870186,"Morro Ryan Aragão, 19, Castanheira, São Paulo, SP, Brasil",Ouro
Rhavi Sousa,04197368593,"Largo Leão, 26, Parque São Pedro, São Paulo, SP, Brasil",Diamante
Vitor Caldeira,08459361748,"Conjunto de Araújo, 30, Betânia, São Paulo, SP, Brasil",Bronze
Olivia Pacheco,67284519002,"Praia Sara Costela, 1, Bandeirantes, São Paulo, SP, Brasil",Bronze
Amanda da Costa,60285173480,"Avenida Mendes, 47, Santana Do Cafezal, São Paulo, SP, Brasil",Ouro
Sra. Luara da Mata,52103689470,"Favela de Cardoso, 29, São Sebastião, São Paulo, SP, Brasil",Básico
Luiz Henrique da Paz,24865091351,"Distrito Luiz Fernando Sousa, 782, Vila Nova Dos Milionarios, São Paulo, SP, Brasil",Bronze
Joaquim Borges,82745903683,"Lagoa Monteiro, 62, Planalto, São Paulo, SP, Brasil",Prata
Ana Júlia da Costa,86705492392,"Avenida Almeida, 13, Belvedere, São Paulo, SP, Brasil",Diamante
Sra. Ana Julia Novais,34276190525,"Trecho de da Cunha, 75, Nova Esperança, São Paulo, SP, Brasil",Básico
Dr. Arthur Gabriel Caldeira,05783149241,"Jardim Lima, 2, Santa Maria, São Paulo, SP, Brasil",Ouro
Lara Novaes,94365012851,"Vila de Silveira, 3, Campo Alegre, São Paulo, SP, Brasil",Bronze
Ayla Ramos,98473506200,"Favela de Mendes, 79, Granja De Freitas, São Paulo, SP, Brasil",Bronze
Vinicius Alves,69257014894,"Praça João Gabriel Ramos, 21, Rio Branco, São Paulo, SP, Brasil",Ouro
Lucas Barbosa,71640859276,"Pátio de Rios, 34, Araguaia, São Paulo, SP, Brasil",Prata
Lunna Camargo,59610728359,"Campo Lara Siqueira, 780, Vila Copasa, São Paulo, SP, Brasil",Prata
Carolina Novaes,17352604952,"Área Benjamim Garcia, 503, Alto Barroca, São Paulo, SP, Brasil",Ouro
Jade Vasconcelos,74195306299,"Praia da Mota, 6, Vila Rica, São Paulo, SP, Brasil",Ouro
Vitória Teixeira,38125704914,"Lagoa Viana, 71, Jardim Felicidade, São Paulo, SP, Brasil",Ouro
Bárbara Novais,42506739106,"Feira Augusto Ribeiro, 83, Vila Puc, São Paulo, SP, Brasil",Bronze
Luísa Moreira,92513087488,"Alameda de Vargas, 80, Vila Formosa, São Paulo, SP, Brasil",Prata
Ágatha Sampaio,68495072300,"Praça de Almeida, 140, Barroca, São Paulo, SP, Brasil",Diamante
Asafe Farias,04785326956,"Ladeira Luara Moura, 77, Nova America, São Paulo, SP, Brasil",Bronze
Ísis Cunha,47529160370,"Travessa Alves, 62, São Jorge 1ª Seção, São Paulo, SP, Brasil",Ouro
Dra. Laís Gomes,79805462102,"Trecho Nascimento, 64, Nova Floresta, São Paulo, SP, Brasil",Bronze
Benicio Santos,42963817096,"Travessa de Aparecida, 9, Vila Suzana Primeira Seção, São Paulo, SP, Brasil",Diamante
Maria Nogueira,28763410508,"Viaduto de Vasconcelos, 40, Nova Gameleira, São Paulo, SP, Brasil",Básico
Thiago Sá,39578012659,"Recanto de Mendonça, 74, Vila Jardim Alvorada, São Paulo, SP, Brasil",Bronze
Manuella Cardoso,97520318460,"Vila de da Rosa, 42, Dom Joaquim, São Paulo, SP, Brasil",Básico
Luísa Silveira,20846751976,"Praia Moura, 1, Nova Pampulha, São Paulo, SP, Brasil",Bronze
Pedro Lucas Freitas,89435267092,"Chácara de Dias, 72, Vila Santo Antônio Barroquinha, São Paulo, SP, Brasil",Diamante
Camila Campos,31047852950,"Condomínio Camargo, 3, São Bento, São Paulo, SP, Brasil",Ouro
Gabriel Nogueira,47296810530,"Loteamento de Sampaio, 637, Belmonte, São Paulo, SP, Brasil",Prata
Mirella Fonseca,08391756475,"Alameda de Rodrigues, 2, Dom Silverio, São Paulo, SP, Brasil",Bronze
Miguel Alves,25410897323,"Trecho Heloísa Pinto, 48, Etelvina Carneiro, São Paulo, SP, Brasil",Diamante
Eduardo da Rocha,97528314609,"Trevo Arthur Silveira, 86, Marieta 1ª Seção, São Paulo, SP, Brasil",Prata
Larissa Borges,81579406211,"Conjunto Samuel Santos, 9, Ribeiro De Abreu, São Paulo, SP, Brasil",Prata
Caroline Silva,96348210731,"Avenida Isadora Casa Grande, 161, Aguas Claras, São Paulo, SP, Brasil",Diamante
Guilherme Sousa,28593164773,"Ladeira Ferreira, 1, Nazare, São Paulo, SP, Brasil",Bronze
Ísis Melo,73180264535,"Praça de Novais, 96, Itapoa, São Paulo, SP, Brasil",Ouro
Davi Farias,28906147350,"Rodovia Guilherme Fogaça, 6, Dom Bosco, São Paulo, SP, Brasil",Prata
Ayla Borges,17238064987,"Conjunto de Sales, 131, Vila Batik, São Paulo, SP, Brasil",Básico
Leonardo da Mota,73946128564,"Praça Moraes, 421, Vila Cemig, São Paulo, SP, Brasil",Básico
Liz Costela,42876013517,"Favela Fonseca, 32, Nossa Senhora Aparecida, São Paulo, SP, Brasil",Prata
Dom Aparecida,50432719814,"Campo de Sampaio, 4, Alto Dos Pinheiros, São Paulo, SP, Brasil",Ouro
Maria Alice Gonçalves,71805963457,"Estrada Sousa, 13, Fazendinha, São Paulo, SP, Brasil",Ouro
Emilly Albuquerque,62048371507,"Aeroporto de Jesus, 65, Ouro Preto, São Paulo, SP, Brasil",Prata
Dr. Marcelo Fogaça,65198402702,"Chácara de da Costa, 5, Boa União 2ª Seção, São Paulo, SP, Brasil",Básico
João Guilherme Correia,72409385656,"Viaduto da Rosa, 4, Guarani, São Paulo, SP, Brasil",Básico
Lorenzo Pastor,43195687291,"Pátio Caldeira, 26, Beira Linha, São Paulo, SP, Brasil",Bronze
Pedro Lucas Duarte,84657309200,"Núcleo Farias, 82, Pongelupe, São Paulo, SP, Brasil",Ouro
Srta. Kamilly Aragão,04269381787,"Feira da Luz, 5, Oeste, São Paulo, SP, Brasil",Bronze
Davi Lucca Cavalcanti,92465871382,"Colônia Fernandes, 33, Pindura Saia, São Paulo, SP, Brasil",Prata
Yasmin da Cruz,41025687949,"Recanto de Silveira, 88, Glória, São Paulo, SP, Brasil",Ouro
Sr. João Vitor Caldeira,94178506366,"Praia Thales Cavalcante, 339, Nossa Senhora Da Conceição, São Paulo, SP, Brasil",Bronze
Davi Luiz Ribeiro,37682490187,"Favela Martins, 1, Vila Puc, São Paulo, SP, Brasil",Ouro
Agatha Casa Grande,73198405610,"Núcleo Caroline Sousa, 4, Vila Primeiro De Maio, São Paulo, SP, Brasil",Ouro
Dom das Neves,24837051979,"Trecho de Araújo, 435, Laranjeiras, São Paulo, SP, Brasil",Bronze
Dra. Júlia Barbosa,91274863031,"Ladeira Pimenta, 35, Sagrada Família, São Paulo, SP, Brasil",Bronze
Levi Caldeira,40195387600,"Passarela Emanuella Pastor, 321, Vila Maloca, São Paulo, SP, Brasil",Básico
João Felipe Vargas,05834219624,"Núcleo Vasconcelos, 201, Bela Vitoria, São Paulo, SP, Brasil",Prata
Isabel Pires,71638094500,"Via Mateus Santos, 20, Lagoinha Leblon, São Paulo, SP, Brasil",Básico
Ana Cecília Cavalcante,41673829031,"Avenida de Cirino, 72, Alípio De Melo, São Paulo, SP, Brasil",Ouro
Pedro Miguel Pacheco,10349628769,"Recanto Novais, 678, Túnel De Ibirité, São Paulo, SP, Brasil",Bronze
Dr. Benício Lopes,79834162537,"Parque da Mata, 5, Dom Joaquim, São Paulo, SP, Brasil",Prata
Leonardo da Rosa,59316270499,"Estação Lívia da Luz, 9, Lagoinha Leblon, São Paulo, SP, Brasil",Prata
Ravi Lucca Araújo,05892176401,"Largo Gabrielly Macedo, 45, Concórdia, São Paulo, SP, Brasil",Diamante
Stella da Rosa,03482957150,"Vereda Machado, 9, Lorena, São Paulo, SP, Brasil",Básico
Giovanna Casa Grande,15062478308,"Vereda Costa, 31, Vila Novo São Lucas, São Paulo, SP, Brasil",Básico
Bento Oliveira,97048361557,"Fazenda Luísa Rodrigues, 9, Santa Tereza, São Paulo, SP, Brasil",Ouro
Lunna da Rosa,78064231922,"Vereda de Cunha, 5, Indaiá, São Paulo, SP, Brasil",Prata
Luigi Viana,15749862011,"Viela Luiz Miguel da Luz, 48, Estrela, São Paulo, SP, Brasil",Bronze
Dra. Yasmin Barros,39216548746,"Lagoa de da Cruz, 8, Cidade Jardim Taquaril, São Paulo, SP, Brasil",Diamante
Sr. Otto Caldeira,81579462049,"Área Rodrigues, 66, Cabana Do Pai Tomás, São Paulo, SP, Brasil",Básico
Antônio Vieira,10427569885,"Fazenda da Rosa, 99, Barão Homem De Melo 1ª Seção, São Paulo, SP, Brasil",Diamante
Valentina Carvalho,14057986375,"Loteamento Campos, 15, Carmo, São Paulo, SP, Brasil",Prata
Ana Vitória da Mota,86430721922,"Parque Ágatha Rodrigues, 72, Petropolis, São Paulo, SP, Brasil",Básico
Nina Vieira,78564019230,"Avenida de Novaes, 75, Ernesto Nascimento, São Paulo, SP, Brasil",Prata
Isabella Sá,45981326042,"Jardim Camargo, 3, Grotinha, São Paulo, SP, Brasil",Básico
Clara Rodrigues,09268541785,"Aeroporto Sá, 74, Bairro Das Indústrias Ii, São Paulo, SP, Brasil",Bronze
Mateus da Mota,14937568264,"Vereda de Martins, 7, Conjunto Taquaril, São Paulo, SP, Brasil",Prata
Dr. Guilherme Fogaça,50714283932,"Chácara Alícia Moura, 26, Savassi, São Paulo, SP, Brasil",Bronze
Valentina Vargas,09783412604,"Chácara Pinto, 73, Marieta 3ª Seção, São Paulo, SP, Brasil",Básico
João Vitor Sales,80712965467,"Condomínio Melina Rocha, 91, Vila Copacabana, São Paulo, SP, Brasil",Bronze
Luiz Fernando da Luz,12879406501,"Condomínio de Santos, 32, Mantiqueira, São Paulo, SP, Brasil",Prata
Stephany Fogaça,65089137277,"Lagoa de Santos, 32, Lourdes, São Paulo, SP, Brasil",Bronze
Henry Gabriel Costela,81953602460,"Parque de Lima, 422, Tirol, São Paulo, SP, Brasil",Bronze
Sra. Giovanna Albuquerque,97832460547,"Avenida de Dias, 2, Laranjeiras, São Paulo, SP, Brasil",Prata
Maria Alice da Cunha,21504739680,"Estação Cecilia da Cunha, 399, Santa Terezinha, São Paulo, SP, Brasil",Diamante
Josué Alves,39871265077,"Condomínio de Viana, 518, Itatiaia, São Paulo, SP, Brasil",Prata
Dom Martins,47081659276,"Colônia Aparecida, 80, Vila Cloris, São Paulo, SP, Brasil",Ouro
Pedro Miguel Teixeira,41986230740,"Favela Mariah Vasconcelos, 474, Califórnia, São Paulo, SP, Brasil",Ouro
Caio das Neves,48639715246,"Trevo de Fonseca, 481, Pilar, São Paulo, SP, Brasil",Prata
Maria Vitória Montenegro,94872106369,"Largo de Fernandes, 44, Vila Sumaré, São Paulo, SP, Brasil",Ouro
Heloisa Rodrigues,26408753108,"Estrada Diogo Garcia, 39, Jardim América, São Paulo, SP, Brasil",Ouro
Gabriela da Mota,86735109457,"Largo de Albuquerque, 56, Ventosa, São Paulo, SP, Brasil",Diamante
Renan Sampaio,92346810703,"Setor de Fernandes, 86, Marieta 1ª Seção, São Paulo, SP, Brasil",Diamante
Caio Azevedo,74358962173,"Favela de Lopes, 4, Pilar, São Paulo, SP, Brasil",Bronze
Srta. Heloisa Campos,59478320114,"Chácara Costa, 437, Graça, São Paulo, SP, Brasil",Básico
Vitor Gabriel Lopes,13280976413,"Alameda de Rios, 30, Boa Esperança, São Paulo, SP, Brasil",Ouro
Ana Laura da Costa,57693214828,"Praia Marina Pimenta, 94, São Damião, São Paulo, SP, Brasil",Ouro
Ísis Ramos,23970864178,"Trecho Gustavo Henrique Jesus, 39, Monte São José, São Paulo, SP, Brasil",Bronze
Antony da Luz,85297436109,"Sítio Sophia Leão, 361, Vila Nossa Senhora Do Rosário, São Paulo, SP, Brasil",Prata
Josué Camargo,89410375657,"Alameda Monteiro, 712, Jardim Montanhês, São Paulo, SP, Brasil",Bronze
Heloísa Sampaio,75624083190,"Estação Siqueira, 50, Andiroba, São Paulo, SP, Brasil",Bronze
Maria Vitória Abreu,16495820305,"Passarela Sarah Aragão, 53, Vila Esplanada, São Paulo, SP, Brasil",Bronze
Alana Martins,95208637456,"Lago de Abreu, 84, Copacabana, São Paulo, SP, Brasil",Prata
João Guilherme Pereira,82790513686,"Avenida de Gomes, 61, Satelite, São Paulo, SP, Brasil",Prata
Yan Moura,52631078977,"Feira Ana Julia Vargas, 12, Conjunto Celso Machado, São Paulo, SP, Brasil",Diamante
Enrico Fernandes,93408712514,"Avenida de Silveira, 782, Satelite, São Paulo, SP, Brasil",Diamante
Rafael Sales,96328457146,"Trevo de da Costa, 15, Cruzeiro, São Paulo, SP, Brasil",Prata
Erick Vargas,16790432507,"Residencial de das Neves, 81, Mantiqueira, São Paulo, SP, Brasil",Diamante
Maria Alice Porto,51046938720,"Aeroporto Carvalho, 516, Vila Suzana Segunda Seção, São Paulo, SP, Brasil",Diamante
Diogo da Mota,79832451060,"Campo Natália Melo, 27, Vila Copasa, São Paulo, SP, Brasil",Básico
Isaac Pires,15497630839,"Aeroporto de Correia, 12, Cruzeiro, São Paulo, SP, Brasil",Ouro
Srta. Maria Laura Porto,80594716357,"Sítio de Macedo, 9, Varzea Da Palma, São Paulo, SP, Brasil",Prata
Enzo Ramos,03495218670,"Travessa Souza, 26, Canaa, São Paulo, SP, Brasil",Bronze
Vitória Moreira,10758293488,"Trevo de Aparecida, 3, Minaslandia, São Paulo, SP, Brasil",Bronze
Helena Rodrigues,72586043910,"Rodovia de Brito, 60, Campo Alegre, São Paulo, SP, Brasil",Prata
Dr. Lucas Gabriel Martins,08457261967,"Conjunto de Cassiano, 35, Nova Pampulha, São Paulo, SP, Brasil",Básico
Sr. Raul Garcia,28541360989,"Trevo Marina Oliveira, 31, Frei Leopoldo, São Paulo, SP, Brasil",Ouro
Luiza Câmara,03156498793,"Trecho Arthur Miguel Pastor, 82, Vila Pinho, São Paulo, SP, Brasil",Básico
Camila Pacheco,58127406317,"Estação de Azevedo, 37, Conjunto Celso Machado, São Paulo, SP, Brasil",Bronze
Beatriz Cardoso,81064257380,"Condomínio de Cardoso, 21, Santa Monica, São Paulo, SP, Brasil",Diamante
Ana Lívia Castro,28157643937,"Trevo de Pastor, 60, Vila Nova Cachoeirinha 2ª Seção, São Paulo, SP, Brasil",Ouro
Lara da Rocha,79830512479,"Avenida Moura, 711, Marilandia, São Paulo, SP, Brasil",Prata
Luiz Gustavo Mendes,96715402876,"Favela Ana Julia Monteiro, 175, Monsenhor Messias, São Paulo, SP, Brasil",Bronze
Antony Vieira,48293571004,"Ladeira Pedro Miguel Jesus, 85, Pompéia, São Paulo, SP, Brasil",Ouro
Theo Cavalcanti,64132708969,"Ladeira de Castro, 83, Coração De Jesus, São Paulo, SP, Brasil",Diamante
Jade Caldeira,45079631848,"Passarela de Albuquerque, 1, Boa Esperança, São Paulo, SP, Brasil",Prata
João Pedro Fernandes,05986214315,"Núcleo Moreira, 580, Vila Mantiqueira, São Paulo, SP, Brasil",Ouro
Ana Luiza Fogaça,78154396084,"Passarela Agatha Campos, 89, Bandeirantes, São Paulo, SP, Brasil",Básico
Dr. Isaac Pinto,06432859115,"Ladeira Dias, 62, Conjunto Califórnia I, São Paulo, SP, Brasil",Ouro
Mariah Dias,31795640839,"Via de Novais, 10, Jatobá, São Paulo, SP, Brasil",Ouro
Kevin Silveira,28943670583,"Recanto Abreu, 103, Túnel De Ibirité, São Paulo, SP, Brasil",Diamante
Marina Rodrigues,81573024635,"Travessa de Rodrigues, 7, Tirol, São Paulo, SP, Brasil",Ouro
Sophia Ramos,30249178613,"Lagoa Rebeca Pimenta, 835, Conjunto Santa Maria, São Paulo, SP, Brasil",Diamante
Yago Aparecida,48376910566,"Condomínio Leão, 26, Santa Lúcia, São Paulo, SP, Brasil",Prata
Leandro Carvalho,13490725670,"Feira Porto, 916, Aarão Reis, São Paulo, SP, Brasil",Bronze
Sra. Agatha Nascimento,45387261928,"Viela Aragão, 840, Gameleira, São Paulo, SP, Brasil",Ouro
Dra. Mirella Ribeiro,35498106289,"Favela Cauã Costa, 17, Boa Vista, São Paulo, SP, Brasil",Ouro
Srta. Liz Casa Grande,25160943889,"Setor Rezende, 73, Concórdia, São Paulo, SP, Brasil",Prata
João Miguel Albuquerque,71654908339,"Largo Aparecida, 91, Calafate, São Paulo, SP, Brasil",Diamante
Lucca Mendonça,50217493661,"Núcleo Albuquerque, 58, Vila Das Oliveiras, São Paulo, SP, Brasil",Prata
João Miguel Santos,15706398410,"Recanto Ágatha Rios, 12, Chácara Leonina, São Paulo, SP, Brasil",Básico
Sr. Luiz Fernando Correia,84256079300,"Trevo Kevin da Luz, 84, Floresta, São Paulo, SP, Brasil",Bronze
Emanuelly Leão,96308412589,"Jardim Ravy Duarte, 12, Laranjeiras, São Paulo, SP, Brasil",Ouro
Sr. Antony Sá,86074519285,"Parque de Melo, 20, Santa Isabel, São Paulo, SP, Brasil",Bronze
Ana Cecília Cavalcante,18762035959,"Parque Yuri Garcia, 83, Glória, São Paulo, SP, Brasil",Ouro
Laura Nascimento,69208547329,"Setor de da Rosa, 4, Vila Madre Gertrudes 3ª Seção, São Paulo, SP, Brasil",Diamante
Emanuella Gonçalves,14306758966,"Trevo Bianca Farias, 69, Cônego Pinheiro 2ª Seção, São Paulo, SP, Brasil",Diamante
Sarah Fernandes,20564398756,"Fazenda Ana Sophia Santos, 320, Savassi, São Paulo, SP, Brasil",Bronze
Manuela Aragão,48635927109,"Quadra Duarte, 43, Solimoes, São Paulo, SP, Brasil",Prata
Daniel Vasconcelos,80512463905,"Esplanada Leonardo Ribeiro, 85, Vila Nova Gameleira 2ª Seção, São Paulo, SP, Brasil",Prata
Pedro Correia,24638570135,"Quadra Emilly Abreu, 888, Mala E Cuia, São Paulo, SP, Brasil",Diamante
Marcela da Mota,19247058694,"Vila Marcelo Aparecida, 44, Santa Efigênia, São Paulo, SP, Brasil",Bronze
Sra. Esther Moreira,28465130906,"Morro de Correia, 737, Bairro Das Indústrias Ii, São Paulo, SP, Brasil",Ouro
Srta. Ana Luiza da Costa,02746539829,"Via Silveira, 52, Silveira, São Paulo, SP, Brasil",Diamante
Sr. Benício Rodrigues,92150783630,"Viela Kamilly Rodrigues, 54, Padre Eustáquio, São Paulo, SP, Brasil",Ouro
José Cunha,08796423510,"Área Yasmin Peixoto, 53, Serra, São Paulo, SP, Brasil",Diamante
Theo Casa Grande,03861754975,"Estrada Vasconcelos, 690, São Vicente, São Paulo, SP, Brasil",Diamante
Laís Santos,06798453210,"Feira Yan Mendonça, 31, Canaa, São Paulo, SP, Brasil",Básico
Olivia Ribeiro,67143290599,"Fazenda de da Paz, 699, Paquetá, São Paulo, SP, Brasil",Diamante
Pietro Campos,64192073803,"Praia Otto Fonseca, 14, Biquinhas, São Paulo, SP, Brasil",Ouro
Sra. Ana Laura Monteiro,60158294351,"Morro Alana Pires, 80, Vila Suzana Segunda Seção, São Paulo, SP, Brasil",Ouro
Sr. Marcelo Silva,90138472505,"Praia Matheus Moreira, 8, Fernão Dias, São Paulo, SP, Brasil",Bronze
Manuella da Luz,68724391069,"Via Sabrina Freitas, 91, Vila Jardim Leblon, São Paulo, SP, Brasil",Ouro
Srta. Maria Laura Montenegro,13642785964,"Favela Mendonça, 9, Guarani, São Paulo, SP, Brasil",Básico
João Vitor Cavalcante,10827495323,"Viaduto Renan Nunes, 10, Cidade Nova, São Paulo, SP, Brasil",Prata
Luiz Fernando Abreu,68031579202,"Área Dias, 59, Itaipu, São Paulo, SP, Brasil",Básico
Mathias Cavalcanti,03627514980,"Condomínio Ágatha da Rosa, 81, Laranjeiras, São Paulo, SP, Brasil",Básico
Léo Câmara,03197254643,"Esplanada Evelyn Vargas, 335, Vila Madre Gertrudes 1ª Seção, São Paulo, SP, Brasil",Diamante
Dra. Aurora Fonseca,95247186001,"Pátio Silveira, 30, Venda Nova, São Paulo, SP, Brasil",Bronze
Ester Araújo,30971825432,"Trecho de Cardoso, 840, Vila Real 1ª Seção, São Paulo, SP, Brasil",Ouro
Sr. Luiz Gustavo Souza,08792516467,"Estação de Silva, 34, Copacabana, São Paulo, SP, Brasil",Prata
Nicole Borges,62534187007,"Parque da Paz, 27, Vila Nova Gameleira 2ª Seção, São Paulo, SP, Brasil",Bronze
Vitória da Rosa,84792651328,"Largo Alves, 67, Santa Rita, São Paulo, SP, Brasil",Ouro
Emanuel Duarte,87921043550,"Via Isadora Camargo, 3, Liberdade, São Paulo, SP, Brasil",Diamante
Calebe Cavalcante,10634987593,"Aeroporto de Azevedo, 4, Canaa, São Paulo, SP, Brasil",Ouro
Bianca Pinto,76319420561,"Área Bernardo Souza, 8, Vila São Dimas, São Paulo, SP, Brasil",Básico
Dra. Manuela Monteiro,84059621315,"Favela de Marques, 20, São Pedro, São Paulo, SP, Brasil",Básico
Sarah Rodrigues,20184579694,"Alameda Gustavo Vargas, 61, Nossa Senhora Aparecida, São Paulo, SP, Brasil",Ouro
Vinicius Fogaça,67420583900,"Sítio de da Costa, 3, Vila Vista Alegre, São Paulo, SP, Brasil",Diamante
Davi Lucas Nogueira,76819203403,"Estação de Brito, 568, Mantiqueira, São Paulo, SP, Brasil",Básico
Vicente Moraes,73925146016,"Trevo de Albuquerque, 37, Buritis, São Paulo, SP, Brasil",Básico
Luna Costela,92150387441,"Feira Ferreira, 70, Acaiaca, São Paulo, SP, Brasil",Ouro
Ayla Pacheco,26813749013,"Praça Nunes, 21, Vila Copacabana, São Paulo, SP, Brasil",Bronze
Pietra Porto,81053947666,"Trecho Pietro Cardoso, 596, Vila Ipiranga, São Paulo, SP, Brasil",Prata
Sr. Raul Pimenta,38254107904,"Parque Teixeira, 44, Vila Jardim Leblon, São Paulo, SP, Brasil",Bronze
João Lucas Guerra,18436075226,"Morro de Novais, 70, Vila Ecológica, São Paulo, SP, Brasil",Ouro
Esther Moraes,30854176217,"Fazenda de Costa, 3, Vila Independencia 1ª Seção, São Paulo, SP, Brasil",Bronze
Marcelo da Cruz,64109587301,"Lago de Ramos, 449, Cônego Pinheiro 2ª Seção, São Paulo, SP, Brasil",Prata
Luiza Costela,02318547904,"Parque de Abreu, 6, Vila Nova Gameleira 3ª Seção, São Paulo, SP, Brasil",Prata
Gabrielly Garcia,92386154033,"Viaduto Melissa das Neves, 117, Europa, São Paulo, SP, Brasil",Diamante
Sra. Daniela Sampaio,25710349607,"Estação de Sousa, 62, Vitoria, São Paulo, SP, Brasil",Ouro
Dra. Vitória Vasconcelos,57198240658,"Área de Andrade, 74, Nossa Senhora De Fátima, São Paulo, SP, Brasil",Bronze
Srta. Camila Alves,92145038779,"Vila Barros, 52, São João, São Paulo, SP, Brasil",Ouro
Bento da Mata,12357948655,"Loteamento Machado, 47, Vila Ouro Minas, São Paulo, SP, Brasil",Prata
Sophia Monteiro,28306514998,"Lago Maria Correia, 535, Miramar, São Paulo, SP, Brasil",Diamante
Sra. Alice Vasconcelos,08357912460,"Lagoa Carvalho, 916, Vitoria, São Paulo, SP, Brasil",Bronze
