nome_medico,endereco,cidade,estado,pais,cep,latitude,longitude,especialidade,planos_aceitos,bairro
Dr(a). Miguel Abreu,"Estrada Isadora Araújo, 78, Vila Do Pombal",São Paulo,SP,Brasil,72954400,-23.525782078911362,-46.67477839384419,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Do Pombal
Dr(a). Dr. Dom Moreira,"Estrada de Almeida, 776, Vila Esplanada",São Paulo,SP,Brasil,39816051,-23.500651189394073,-46.70401515846573,Dermatologia,"[""Diamante""]",Vila Esplanada
Dr(a). Thales da Luz,"Alameda Mendonça, 16, Fernão Dias",São Paulo,SP,Brasil,45708-495,-23.588919124351985,-46.60543241201857,Clínico Geral,"[""Diamante""]",Fernão Dias
Dr(a). Rodrigo Ribeiro,"Feira Oliveira, 88, Oeste",São Paulo,SP,Brasil,51922-452,-23.50278534197281,-46.74139589376504,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Oeste
Dr(a). Lívia da Cruz,"Distrito Manuella Alves, 17, Vila Calafate",São Paulo,SP,Brasil,51762-858,-23.581914430383936,-46.64395453433544,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Calafate
Dr(a). Caleb Silveira,"Jardim Teixeira, 7, Embaúbas",São Paulo,SP,Brasil,76325987,-23.5639933077087,-46.69589514567555,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Embaúbas
Dr(a). Thiago Farias,"Praça de da Paz, 10, Monte São José",São Paulo,SP,Brasil,12353-038,-23.587459352925155,-46.627377371325146,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Monte São José
Dr(a). Henry Novais,"Área de Ferreira, 54, Comiteco",São Paulo,SP,Brasil,98105790,-23.585714944770892,-46.72707247595569,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Comiteco
Dr(a). Pedro Miguel Borges,"Vereda Samuel Peixoto, 7, São Paulo",São Paulo,SP,Brasil,27195814,-23.5227554543037,-46.73015881460241,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",São Paulo
Dr(a). Srta. Catarina Garcia,"Chácara de Vargas, 282, Vitoria Da Conquista",São Paulo,SP,Brasil,80021372,-23.535701876733476,-46.65474152300528,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Vitoria Da Conquista
Dr(a). Brayan Cardoso,"Passarela Souza, 14, Canadá",São Paulo,SP,Brasil,12891094,-23.561551366375756,-46.68022723492612,Ortopedia,"[""Ouro"",""Diamante""]",Canadá
Dr(a). Cecília Pastor,"Distrito Santos, 322, Bernadete",São Paulo,SP,Brasil,39391-251,-23.50812848328367,-46.658534898360784,Pediatria,"[""Ouro"",""Diamante""]",Bernadete
Dr(a). Liz Ferreira,"Travessa Erick Cassiano, 18, São Bento",São Paulo,SP,Brasil,61228981,-23.54896941539178,-46.67405011473445,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",São Bento
Dr(a). Dra. Maria Alice Costa,"Setor Guilherme Sá, 7, Aguas Claras",São Paulo,SP,Brasil,22485993,-23.509252383876785,-46.6690953729484,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Aguas Claras
Dr(a). Lucas Cavalcante,"Praia de Rios, 146, Vila Real 1ª Seção",São Paulo,SP,Brasil,56447776,-23.550524492043106,-46.75504222976274,Pediatria,"[""Diamante""]",Vila Real 1ª Seção
Dr(a). Sra. Ayla Rocha,"Largo Ryan Fogaça, 75, Dom Cabral",São Paulo,SP,Brasil,12813089,-23.58051018680858,-46.79443764565739,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Dom Cabral
Dr(a). Luiza Gonçalves,"Núcleo Abreu, 14, Aarão Reis",São Paulo,SP,Brasil,16515796,-23.582185570745327,-46.69622441748103,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Aarão Reis
Dr(a). Rodrigo Cunha,"Colônia de Sampaio, 197, Vila São Geraldo",São Paulo,SP,Brasil,38067-347,-23.528515460123945,-46.700165270866044,Clínico Geral,"[""Diamante""]",Vila São Geraldo
Dr(a). Maria Liz Sampaio,"Viela de Montenegro, 4, Conjunto Jatoba",São Paulo,SP,Brasil,50630-482,-23.559764660011407,-46.758528844516384,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Conjunto Jatoba
Dr(a). Augusto das Neves,"Parque de Mendes, 52, Vila Nova",São Paulo,SP,Brasil,65414-436,-23.507220406336693,-46.6163906554245,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Nova
Dr(a). Isaque Porto,"Núcleo Rocha, 13, Leticia",São Paulo,SP,Brasil,57737-264,-23.50214928515342,-46.72751903144142,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Leticia
Dr(a). Ana Luiza Borges,"Colônia de Leão, 5, Urca",São Paulo,SP,Brasil,75281429,-23.510917462196314,-46.61612388078609,Dermatologia,"[""Ouro"",""Diamante""]",Urca
Dr(a). Gabriel Campos,"Aeroporto Sophia Andrade, 332, Pindura Saia",São Paulo,SP,Brasil,25377-414,-23.503675141320816,-46.63964592701514,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Pindura Saia
Dr(a). Nathan Pereira,"Campo Brito, 29, Biquinhas",São Paulo,SP,Brasil,00907-506,-23.535356035228286,-46.744594380948335,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Biquinhas
Dr(a). Sra. Helena Fernandes,"Núcleo Monteiro, 2, Cônego Pinheiro 2ª Seção",São Paulo,SP,Brasil,00114505,-23.567550260999198,-46.68713771977045,Pediatria,"[""Diamante""]",Cônego Pinheiro 2ª Seção
Dr(a). Sra. Eduarda da Cruz,"Via de Gonçalves, 25, Caiçara - Adelaide",São Paulo,SP,Brasil,53625888,-23.591417232027403,-46.610987072118206,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Caiçara - Adelaide
Dr(a). Helena Mendes,"Favela Cauã da Cunha, 880, Teixeira Dias",São Paulo,SP,Brasil,41578197,-23.5547694904093,-46.64766226718438,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Teixeira Dias
Dr(a). Julia Nascimento,"Rua de Pires, 9, Antonio Ribeiro De Abreu 1ª Seção",São Paulo,SP,Brasil,53664159,-23.568223997813085,-46.76594781752611,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Antonio Ribeiro De Abreu 1ª Seção
Dr(a). Caio Jesus,"Lagoa de Lopes, 40, Serra Do Curral",São Paulo,SP,Brasil,57893-906,-23.519415142597094,-46.62543104811376,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Serra Do Curral
Dr(a). Marcelo Pimenta,"Vila de Leão, 67, Vila Nova Gameleira 3ª Seção",São Paulo,SP,Brasil,75643-704,-23.57743661349139,-46.63875814575414,Dermatologia,"[""Diamante""]",Vila Nova Gameleira 3ª Seção
Dr(a). Srta. Agatha Aparecida,"Núcleo de Costela, 27, São Jorge 3ª Seção",São Paulo,SP,Brasil,32526-531,-23.55014108664825,-46.75936696081594,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",São Jorge 3ª Seção
Dr(a). Vitor Albuquerque,"Trecho da Rosa, 95, Madri",São Paulo,SP,Brasil,76704-883,-23.531647096965383,-46.60052425585441,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Madri
Dr(a). Mariana da Mota,"Lago Maria Clara Mendonça, 690, Itatiaia",São Paulo,SP,Brasil,04242828,-23.583739240026258,-46.78863416950299,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Itatiaia
Dr(a). Maria Julia Martins,"Feira de Nascimento, 4, Laranjeiras",São Paulo,SP,Brasil,85398-027,-23.54290662335056,-46.79780525620048,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Laranjeiras
Dr(a). Sophia das Neves,"Favela Gabriel da Rosa, 23, Garças",São Paulo,SP,Brasil,80309681,-23.535281254572602,-46.61374446502813,Clínico Geral,"[""Diamante""]",Garças
Dr(a). Sra. Maria Borges,"Lagoa de Pimenta, 2, Vila São Dimas",São Paulo,SP,Brasil,61522-906,-23.584765634699732,-46.61149167828052,Clínico Geral,"[""Diamante""]",Vila São Dimas
Dr(a). Srta. Esther Cavalcante,"Colônia Cavalcanti, 303, Aguas Claras",São Paulo,SP,Brasil,83028-734,-23.533473893719673,-46.72025475494497,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Aguas Claras
Dr(a). Isabel Almeida,"Setor Lavínia Cavalcanti, 5, Vila Real 1ª Seção",São Paulo,SP,Brasil,95548993,-23.533497156332494,-46.71792239020591,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Real 1ª Seção
Dr(a). Eloá Abreu,"Morro Cavalcante, 71, Centro",São Paulo,SP,Brasil,72180-489,-23.5809909078542,-46.6138746658362,Dermatologia,"[""Ouro"",""Diamante""]",Centro
Dr(a). Gabrielly Vargas,"Viela de Aparecida, 10, Virgínia",São Paulo,SP,Brasil,77882084,-23.55029972155468,-46.71037757168339,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Virgínia
Dr(a). Sra. Emanuelly Camargo,"Sítio de Fonseca, 221, Garças",São Paulo,SP,Brasil,16761142,-23.583895284095096,-46.66835293006743,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Garças
Dr(a). Thomas Mendonça,"Praça Siqueira, 9, Vila Suzana Segunda Seção",São Paulo,SP,Brasil,39420942,-23.593682995584523,-46.61463983974496,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Vila Suzana Segunda Seção
Dr(a). Maria Isis Fonseca,"Condomínio Moreira, 75, Marçola",São Paulo,SP,Brasil,33916-805,-23.531119042941814,-46.738135643687734,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Marçola
Dr(a). Dr. Pedro Henrique Caldeira,"Sítio de Porto, 830, Primeiro De Maio",São Paulo,SP,Brasil,84537466,-23.503456250714407,-46.78470244006923,Clínico Geral,"[""Ouro"",""Diamante""]",Primeiro De Maio
Dr(a). Isaque da Conceição,"Largo de Albuquerque, 20, Piratininga",São Paulo,SP,Brasil,10940-973,-23.55818173102989,-46.76205262376922,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Piratininga
Dr(a). Gael Henrique da Cunha,"Fazenda Gabrielly Fernandes, 605, Solar Do Barreiro",São Paulo,SP,Brasil,35473-910,-23.598567319531323,-46.62844146144696,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Solar Do Barreiro
Dr(a). Isaque Barros,"Largo Guerra, 85, Rio Branco",São Paulo,SP,Brasil,53036701,-23.511617343633056,-46.62471581165142,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Rio Branco
Dr(a). Luiz Miguel Brito,"Lagoa de Andrade, 58, Guaratã",São Paulo,SP,Brasil,42259115,-23.596707952658395,-46.63071206350928,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Guaratã
Dr(a). Ísis Guerra,"Residencial de Silveira, 10, Itatiaia",São Paulo,SP,Brasil,11833-620,-23.563951481529514,-46.61752728899069,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Itatiaia
Dr(a). Lucca Pereira,"Estrada Pietro Freitas, 69, Castelo",São Paulo,SP,Brasil,07169-806,-23.525848047769895,-46.61441692760061,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Castelo
Dr(a). Hellena Pereira,"Conjunto Barros, 87, Mantiqueira",São Paulo,SP,Brasil,35051813,-23.563437547391537,-46.657193768039704,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Mantiqueira
Dr(a). Srta. Isabella da Mota,"Lago de da Cruz, 28, Marajó",São Paulo,SP,Brasil,75023-488,-23.578037723250297,-46.622705420761726,Clínico Geral,"[""Ouro"",""Diamante""]",Marajó
Dr(a). Anna Liz Abreu,"Trevo de Araújo, 24, Lourdes",São Paulo,SP,Brasil,84150-784,-23.523733183134034,-46.78581232957955,Cardiologia,"[""Diamante""]",Lourdes
Dr(a). Maria Helena Câmara,"Parque Maria Sophia Leão, 12, Esperança",São Paulo,SP,Brasil,41570162,-23.577655830209917,-46.66934484444466,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Esperança
Dr(a). Levi Alves,"Estação Viana, 96, Vila Atila De Paiva",São Paulo,SP,Brasil,57784299,-23.5698529241896,-46.61305124114136,Dermatologia,"[""Ouro"",""Diamante""]",Vila Atila De Paiva
Dr(a). Mariah Pacheco,"Condomínio Novais, 90, Juliana",São Paulo,SP,Brasil,25153842,-23.533788038371032,-46.70056508343885,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Juliana
Dr(a). Alice Duarte,"Trevo de Macedo, 22, Vila Ecológica",São Paulo,SP,Brasil,52927992,-23.510904862761823,-46.629098418737726,Dermatologia,"[""Diamante""]",Vila Ecológica
Dr(a). Ana Carolina Aparecida,"Quadra João Guilherme Cunha, 22, Vila Ecológica",São Paulo,SP,Brasil,74976-269,-23.5462512220049,-46.65966125407999,Pediatria,"[""Ouro"",""Diamante""]",Vila Ecológica
Dr(a). Aurora Mendes,"Distrito Marcelo Fernandes, 60, Confisco",São Paulo,SP,Brasil,31189-206,-23.544853277932337,-46.651876868769,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Confisco
Dr(a). Apollo Vargas,"Travessa Araújo, 4, Pousada Santo Antonio",São Paulo,SP,Brasil,35720-553,-23.59596285771079,-46.71153137177426,Clínico Geral,"[""Ouro"",""Diamante""]",Pousada Santo Antonio
Dr(a). Cecília Peixoto,"Rodovia de Rezende, 70, Coração Eucarístico",São Paulo,SP,Brasil,86880098,-23.55352601195647,-46.61267868090133,Pediatria,"[""Ouro"",""Diamante""]",Coração Eucarístico
Dr(a). Bernardo Mendes,"Largo Bella Siqueira, 32, Teixeira Dias",São Paulo,SP,Brasil,30867401,-23.575885590427905,-46.65118694224234,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Teixeira Dias
Dr(a). Sr. João Guilherme Novais,"Vila Freitas, 54, Vila Maria",São Paulo,SP,Brasil,90218-874,-23.547687578612475,-46.711150840171165,Clínico Geral,"[""Ouro"",""Diamante""]",Vila Maria
Dr(a). Fernando Siqueira,"Estação de Vieira, 62, Novo Ouro Preto",São Paulo,SP,Brasil,65564673,-23.573541058171234,-46.67613831634992,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Novo Ouro Preto
Dr(a). Letícia Novaes,"Aeroporto Casa Grande, 87, Braúnas",São Paulo,SP,Brasil,39486-621,-23.56386582319935,-46.73027701396587,Dermatologia,"[""Ouro"",""Diamante""]",Braúnas
Dr(a). Diogo Câmara,"Trecho Pacheco, 24, Campo Alegre",São Paulo,SP,Brasil,00839841,-23.574821599088782,-46.6893390561165,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Campo Alegre
Dr(a). Maria Vitória Azevedo,"Quadra de Camargo, 34, Vila Ouro Minas",São Paulo,SP,Brasil,92614311,-23.52426393668872,-46.68994691597483,Pediatria,"[""Ouro"",""Diamante""]",Vila Ouro Minas
Dr(a). Carolina Nunes,"Esplanada Yuri da Rosa, 45, João Pinheiro",São Paulo,SP,Brasil,80274-955,-23.54571338852649,-46.671923617821555,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",João Pinheiro
Dr(a). Diego Teixeira,"Avenida Peixoto, 68, Marieta 1ª Seção",São Paulo,SP,Brasil,99529-852,-23.507674386600748,-46.767089009186016,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Marieta 1ª Seção
Dr(a). Rafael Pinto,"Chácara Gonçalves, 81, Aguas Claras",São Paulo,SP,Brasil,59741263,-23.592691865299734,-46.7009729699971,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Aguas Claras
Dr(a). Maria Luísa Novais,"Avenida Andrade, 4, Vila Trinta E Um De Março",São Paulo,SP,Brasil,82028-504,-23.508967594174635,-46.78280596928374,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Trinta E Um De Março
Dr(a). Dra. Maitê da Conceição,"Vila Leonardo Mendonça, 67, Vila Nova Cachoeirinha 1ª Seção",São Paulo,SP,Brasil,69847-275,-23.59064409891506,-46.65739744829758,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Nova Cachoeirinha 1ª Seção
Dr(a). Jade Farias,"Vila Castro, 304, Caetano Furquim",São Paulo,SP,Brasil,33921-805,-23.536421105475675,-46.76450939907669,Pediatria,"[""Ouro"",""Diamante""]",Caetano Furquim
Dr(a). Dra. Marina Pacheco,"Morro de Souza, 23, Santa Maria",São Paulo,SP,Brasil,48924062,-23.517050735059183,-46.65044886186248,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Maria
Dr(a). Catarina Cunha,"Trecho de Pereira, 8, Vila São João Batista",São Paulo,SP,Brasil,65716324,-23.52138803419397,-46.70839944907363,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila São João Batista
Dr(a). Ana Liz Macedo,"Viaduto de Correia, 375, Morro Dos Macacos",São Paulo,SP,Brasil,79872-567,-23.549112000566183,-46.61557922324447,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Morro Dos Macacos
Dr(a). Josué Mendonça,"Vale Davi Miguel Rezende, 73, Piraja",São Paulo,SP,Brasil,09887-585,-23.52710941812005,-46.72279968179344,Dermatologia,"[""Ouro"",""Diamante""]",Piraja
Dr(a). Nicolas Aragão,"Colônia Vieira, 5, Pirineus",São Paulo,SP,Brasil,11295-145,-23.512384311969225,-46.69685312089509,Ortopedia,"[""Ouro"",""Diamante""]",Pirineus
Dr(a). Theodoro Sampaio,"Loteamento de Vargas, 69, Vila São Francisco",São Paulo,SP,Brasil,62074369,-23.54929018582074,-46.69379695282438,Pediatria,"[""Diamante""]",Vila São Francisco
Dr(a). Arthur Moura,"Lago Brenda Macedo, 856, Camargos",São Paulo,SP,Brasil,82842731,-23.50259585654092,-46.739367162597425,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Camargos
Dr(a). Dr. Apollo Camargo,"Esplanada Heloisa da Conceição, 14, Horto",São Paulo,SP,Brasil,38376-001,-23.528300945681014,-46.60637650135716,Ortopedia,"[""Ouro"",""Diamante""]",Horto
Dr(a). Letícia Fogaça,"Praça Evelyn da Costa, 75, Mirtes",São Paulo,SP,Brasil,02788860,-23.596967438789864,-46.73266398114521,Clínico Geral,"[""Diamante""]",Mirtes
Dr(a). Rafael Camargo,"Ladeira Pereira, 26, Conjunto Novo Dom Bosco",São Paulo,SP,Brasil,23245219,-23.558195549073325,-46.60887318495193,Clínico Geral,"[""Ouro"",""Diamante""]",Conjunto Novo Dom Bosco
Dr(a). Luiza Novais,"Travessa Maria Flor da Rocha, 3, Vila Madre Gertrudes 2ª Seção",São Paulo,SP,Brasil,10343462,-23.591890602524604,-46.778173672251654,Cardiologia,"[""Ouro"",""Diamante""]",Vila Madre Gertrudes 2ª Seção
Dr(a). Luísa da Mata,"Núcleo Oliveira, 59, Flavio De Oliveira",São Paulo,SP,Brasil,44430-987,-23.551685035734618,-46.74050774468399,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Flavio De Oliveira
Dr(a). Maria Liz Moraes,"Núcleo Luna Azevedo, 9, Jardim Alvorada",São Paulo,SP,Brasil,09581709,-23.571765331860195,-46.65589626132537,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jardim Alvorada
Dr(a). Srta. Ana Júlia Nunes,"Via Monteiro, 448, Vila Inestan",São Paulo,SP,Brasil,34272-033,-23.5689550884535,-46.75152452774774,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Inestan
Dr(a). Diogo Mendonça,"Condomínio de da Luz, 60, Salgado Filho",São Paulo,SP,Brasil,62580139,-23.51123064253599,-46.69062703703202,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Salgado Filho
Dr(a). Mariah Aparecida,"Lago de Teixeira, 97, Vila Maria",São Paulo,SP,Brasil,58640967,-23.538574201092622,-46.78661043768692,Pediatria,"[""Ouro"",""Diamante""]",Vila Maria
Dr(a). Vitor Oliveira,"Esplanada Vinicius Aparecida, 61, Vila Da Ária",São Paulo,SP,Brasil,19109073,-23.527042258438094,-46.738244964815976,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Vila Da Ária
Dr(a). Rafaela Alves,"Trecho Garcia, 81, Bonsucesso",São Paulo,SP,Brasil,73121-676,-23.516224206517958,-46.69819992198211,Clínico Geral,"[""Ouro"",""Diamante""]",Bonsucesso
Dr(a). Maria Laura Macedo,"Alameda de Dias, 96, Vila Nova Cachoeirinha 3ª Seção",São Paulo,SP,Brasil,19644-033,-23.588838978902437,-46.61539833419565,Pediatria,"[""Diamante""]",Vila Nova Cachoeirinha 3ª Seção
Dr(a). Fernanda da Rosa,"Conjunto de Melo, 68, Vila Jardim Leblon",São Paulo,SP,Brasil,99957-471,-23.552458567318528,-46.77851950754785,Ortopedia,"[""Diamante""]",Vila Jardim Leblon
Dr(a). Laís Rodrigues,"Área de Moraes, 64, Estrela Do Oriente",São Paulo,SP,Brasil,41408-359,-23.51248899332575,-46.79429492703245,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Estrela Do Oriente
Dr(a). Julia Borges,"Estação Jesus, 15, Barreiro",São Paulo,SP,Brasil,67354401,-23.571203529638105,-46.63433603989494,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Barreiro
Dr(a). Ana Beatriz Sá,"Colônia Ribeiro, 8, Outro",São Paulo,SP,Brasil,07601-158,-23.506144552978373,-46.615792450815526,Clínico Geral,"[""Ouro"",""Diamante""]",Outro
Dr(a). Stella da Rocha,"Lagoa de Porto, 92, Conjunto Celso Machado",São Paulo,SP,Brasil,06543075,-23.50299055049583,-46.74415832723145,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Conjunto Celso Machado
Dr(a). Sabrina Melo,"Alameda Manuela Pinto, 55, Vila Madre Gertrudes 4ª Seção",São Paulo,SP,Brasil,59016182,-23.547689714699075,-46.78853799120163,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Madre Gertrudes 4ª Seção
Dr(a). Yago Lima,"Aeroporto de Moreira, 7, Vila Ecológica",São Paulo,SP,Brasil,77381795,-23.54383716222164,-46.73396938711091,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Ecológica
Dr(a). Maria Júlia Melo,"Lago Matheus Fernandes, 82, Providencia",São Paulo,SP,Brasil,68975-875,-23.573265892765225,-46.73919586232048,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Providencia
Dr(a). Sr. Leandro Almeida,"Ladeira Oliver Camargo, 63, Virgínia",São Paulo,SP,Brasil,80585-718,-23.545522944640684,-46.75350897322304,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Virgínia
Dr(a). Alice Marques,"Viela de Siqueira, 88, Conjunto Floramar",São Paulo,SP,Brasil,96813868,-23.515744175628672,-46.60421668965532,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Conjunto Floramar
Dr(a). Bruna Rios,"Rua de Rocha, 36, Jardim Dos Comerciarios",São Paulo,SP,Brasil,97951-371,-23.542083802644505,-46.62769472942614,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Jardim Dos Comerciarios
Dr(a). Pedro Henrique Sá,"Conjunto Pimenta, 36, Boa Vista",São Paulo,SP,Brasil,34219-005,-23.50621535995156,-46.7350826960969,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Boa Vista
Dr(a). Ana Vitória Marques,"Largo Thomas Albuquerque, 424, Jardinópolis",São Paulo,SP,Brasil,89315639,-23.57276167646852,-46.76153151142714,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jardinópolis
Dr(a). Gabriel Gomes,"Vale Sophia Rocha, 34, Goiania",São Paulo,SP,Brasil,00050-680,-23.530943749511056,-46.715961160389675,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Goiania
Dr(a). Heitor Albuquerque,"Ladeira Luiz Fernando Pacheco, 86, Vila Nova Cachoeirinha 2ª Seção",São Paulo,SP,Brasil,23031-105,-23.571066107575188,-46.65117181730976,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Nova Cachoeirinha 2ª Seção
Dr(a). Thales Albuquerque,"Praia de Montenegro, 28, Cinquentenário",São Paulo,SP,Brasil,94162-036,-23.5508487206564,-46.653412628511525,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Cinquentenário
Dr(a). Antônio Andrade,"Praia da Luz, 60, Vila Independencia 2ª Seção",São Paulo,SP,Brasil,54393-619,-23.55853294320541,-46.782736157443225,Cardiologia,"[""Diamante""]",Vila Independencia 2ª Seção
Dr(a). Dr. Davi Moura,"Lagoa de Farias, 744, Santa Amelia",São Paulo,SP,Brasil,71753-953,-23.508067041937185,-46.66590281314393,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Amelia
Dr(a). Clara Nunes,"Jardim das Neves, 2, Estoril",São Paulo,SP,Brasil,31025982,-23.546872321806237,-46.78271905346097,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Estoril
Dr(a). Gabriela Araújo,"Avenida Aragão, 59, Pedreira Padro Lopes",São Paulo,SP,Brasil,72583529,-23.55184149652238,-46.609715720439496,Pediatria,"[""Ouro"",""Diamante""]",Pedreira Padro Lopes
Dr(a). Vitor Caldeira,"Trevo de Abreu, 863, Vila Jardim São José",São Paulo,SP,Brasil,59952843,-23.548436203685114,-46.74572746553451,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Vila Jardim São José
Dr(a). Gabriel Pereira,"Colônia da Luz, 57, Nova Pampulha",São Paulo,SP,Brasil,63165-029,-23.550372895617066,-46.612619016317815,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Nova Pampulha
Dr(a). Maria Fernanda Nogueira,"Vila de Viana, 99, Mantiqueira",São Paulo,SP,Brasil,20303-720,-23.565556996772305,-46.64461943001262,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Mantiqueira
Dr(a). Luan da Rocha,"Ladeira Giovanna Cunha, 17, Conjunto Capitão Eduardo",São Paulo,SP,Brasil,50892-840,-23.558156459538782,-46.64031008783461,Clínico Geral,"[""Ouro"",""Diamante""]",Conjunto Capitão Eduardo
Dr(a). Ísis Silveira,"Colônia Freitas, 34, Penha",São Paulo,SP,Brasil,53508-705,-23.52702607214815,-46.67993163947819,Pediatria,"[""Diamante""]",Penha
Dr(a). Asafe Barros,"Morro José Pedro Martins, 60, Calafate",São Paulo,SP,Brasil,32092-442,-23.58981407968473,-46.67731394923272,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Calafate
Dr(a). João Gabriel Alves,"Praia de Oliveira, 676, Vila Oeste",São Paulo,SP,Brasil,69716925,-23.533975485215983,-46.60107970384489,Cardiologia,"[""Diamante""]",Vila Oeste
